Semantic_ID,Aspect,n_pois,Top1_name,Top1,Top2_name,Top2,Top3_name,Top3,Top4_name,Top4,Top5_name,Top5,Others
95-2-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-17,Category,2,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-17,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-28,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-28,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-37,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-37,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-51,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-51,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-97,Category,2,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-97,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-122,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-122,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-12,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-12,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-17,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-17,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-28,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-28,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-122,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-5-122,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-14-20,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
